"Zone de référence","Fréquence d'observation","Mesure","Unité de mesure","Activité economique","Classe de taille","Période temporelle","Country ISO3","Value","Statut d'observation","Statut d'observation 2","Statut d'observation 3","Multiplicateur d'unité","Time horizon","Décimales","V7 Breakdowns"
"États-Unis","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","USA","16.12508316","Rupture de série","Définition différente","","Units","","Two","LARGE"
"États-Unis","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","USA","4.959101215","Rupture de série","Définition différente","","Units","","Two","SMALL"
"États-Unis","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","USA","7.455010025","Rupture de série","Définition différente","","Units","","Two","MEDIUM"
"Suisse","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2023","CHE","15.5556112567055","Définition différente","","","Units","","Two","MEDIUM"
"Suisse","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2023","CHE","8.2814381881356","Définition différente","","","Units","","Two","SMALL"
"Suisse","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2023","CHE","33.9878282286766","Définition différente","","","Units","","Two","LARGE"
"Canada","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2019","CAN","2.2","Définition différente","","","Units","","Two","SMALL"
"Japon","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2019","JPN","2.8184","Définition différente","","","Units","","Two","SMALL"
"Japon","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","JPN","2.2816","Définition différente","","","Units","","Two","SMALL"
"Japon","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2023","JPN","6.7957","Définition différente","","","Units","","Two","SMALL"
"États-Unis","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2017","USA","5.804878049","Définition différente","","","Units","","Two","SMALL"
"Suisse","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2019","CHE","5.506823054","Définition différente","","","Units","","Two","SMALL"
"Suisse","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","CHE","8.945389924114309","Définition différente","","","Units","","Two","SMALL"
"Canada","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2019","CAN","17","Définition différente","","","Units","","Two","LARGE"
"Japon","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2019","JPN","19.7512","Définition différente","","","Units","","Two","LARGE"
"Japon","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","JPN","22.1487","Définition différente","","","Units","","Two","LARGE"
"Japon","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2023","JPN","34.61","Définition différente","","","Units","","Two","LARGE"
"États-Unis","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2017","USA","11.24721604","Définition différente","","","Units","","Two","LARGE"
"Suisse","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2019","CHE","21.16316631","Définition différente","","","Units","","Two","LARGE"
"Suisse","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","CHE","28.9853860372521","Définition différente","","","Units","","Two","LARGE"
"Suisse","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2019","CHE","7.651209708","Définition différente","","","Units","","Two","MEDIUM"
"Suisse","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","CHE","11.8117122007836","Définition différente","","","Units","","Two","MEDIUM"
"Canada","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2019","CAN","5","Définition différente","","","Units","","Two","MEDIUM"
"Japon","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2019","JPN","5.7615","Définition différente","","","Units","","Two","MEDIUM"
"Japon","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","JPN","5.9397","Définition différente","","","Units","","Two","MEDIUM"
"Japon","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2023","JPN","14.232800000000001","Définition différente","","","Units","","Two","MEDIUM"
"États-Unis","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2017","USA","8.312958435","Définition différente","","","Units","","Two","MEDIUM"
"Suisse","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","CHE","9.94986452932108","Définition différente","","","Units","","Two","BUS_TOTAL"
"États-Unis","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2017","USA","6.399089768","Définition différente","","","Units","","Two","BUS_TOTAL"
"Japon","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2019","JPN","3.9142","Définition différente","","","Units","","Two","BUS_TOTAL"
"Japon","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","JPN","3.5871","Définition différente","","","Units","","Two","BUS_TOTAL"
"Japon","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","JPN","9.1715","Définition différente","","","Units","","Two","BUS_TOTAL"
"Canada","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2019","CAN","3","Définition différente","","","Units","","Two","BUS_TOTAL"
"Suisse","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","CHE","9.55636881887254","Définition différente","","","Units","","Two","BUS_TOTAL"
"Suisse","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2019","CHE","6.100751396","Définition différente","","","Units","","Two","BUS_TOTAL"
"États-Unis","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2018","USA","3.675265148","Rupture de série","Définition différente","","Units","","Two","BUS_TOTAL"
"États-Unis","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","USA","5.651547688","Rupture de série","Définition différente","","Units","","Two","BUS_TOTAL"
"Corée","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2022","KOR","27.988619795321316","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Pays-Bas","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","NLD","33.2079","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Colombie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2019","COL","6.839332316","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Autriche","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","AUT","8.8306","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Belgique","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","BEL","10.321","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Tchéquie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","CZE","4.4599","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Danemark","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","DNK","23.8861","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Estonie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","EST","2.7738","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Finlande","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","FIN","15.7888","Rupture de série","","","Units","","Two","BUS_TOTAL"
"France","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","FRA","6.665400000000001","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Allemagne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","DEU","10.5585","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Grèce","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","GRC","2.6113999999999997","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Hongrie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","HUN","2.9770000000000003","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Irlande","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","IRL","7.879700000000001","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Italie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","ITA","6.1747000000000005","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Lettonie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","LVA","3.723","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Lituanie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","LTU","4.4526","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Luxembourg","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","LUX","13.003","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Pays-Bas","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","NLD","13.1044","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Norvège","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","NOR","10.8226","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Pologne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","POL","2.8622","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Portugal","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","PRT","7.1996","Rupture de série","","","Units","","Two","BUS_TOTAL"
"République slovaque","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","SVK","5.1924","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Slovénie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","SVN","11.7312","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Espagne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","ESP","7.6652","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Suède","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","SWE","9.9228","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Türkiye","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","TUR","2.6874","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Union européenne (27 pays)","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","EU27","7.6471","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Bulgarie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","BGR","3.2883000000000004","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Croatie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","HRV","8.7384","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Roumanie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","ROU","1.3826","Rupture de série","","","Units","","Two","BUS_TOTAL"
"France","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","FRA","5.8845","Rupture de série","","","Units","","Two","BUS_TOTAL"
"Suède","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","SWE","10.3737","Rupture de série","","","Units","","Two","BUS_TOTAL"
"OCDE","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","OECD","7.263013394585132","Rupture de série","","","Units","","Two","BUS_TOTAL"
"OCDE","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2022","OECD","8.064134636240997","Rupture de série","","","Units","","Two","BUS_TOTAL"
"OCDE","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","OECD","14.194008997558745","Rupture de série","","","Units","","Two","BUS_TOTAL"
"OCDE","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","OECD","20.213404374544037","Rupture de série","","","Units","","Two","BUS_TOTAL"
