"Zone de référence","Fréquence d'observation","Mesure","Unité de mesure","Activité economique","Classe de taille","Période temporelle","Country ISO3","Value","Statut d'observation","Statut d'observation 2","Statut d'observation 3","Multiplicateur d'unité","Time horizon","Décimales","V7 Breakdowns"
"Bulgarie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2020","BGR","4.2514","Valeur normale","","","Units","","Two","SMALL"
"Croatie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2020","HRV","3.9116","Valeur normale","","","Units","","Two","SMALL"
"Roumanie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2020","ROU","4.901","Valeur normale","","","Units","","Two","SMALL"
"Autriche","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","AUT","17.8252","Valeur normale","","","Units","","Two","SMALL"
"Belgique","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","BEL","20.7043","Valeur normale","","","Units","","Two","SMALL"
"Tchéquie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","CZE","8.717600000000001","Valeur normale","","","Units","","Two","SMALL"
"Danemark","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","DNK","23.5216","Valeur normale","","","Units","","Two","SMALL"
"Estonie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","EST","12.137599999999999","Valeur normale","","","Units","","Two","SMALL"
"Finlande","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","FIN","20.0162","Valeur normale","","","Units","","Two","SMALL"
"France","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","FRA","8.5084","Valeur normale","","","Units","","Two","SMALL"
"Allemagne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","DEU","16.921","Valeur normale","","","Units","","Two","SMALL"
"Grèce","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","GRC","8.2005","Valeur normale","","","Units","","Two","SMALL"
"Hongrie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","HUN","6.504600000000001","Valeur normale","","","Units","","Two","SMALL"
"Irlande","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","IRL","11.7535","Valeur normale","","","Units","","Two","SMALL"
"Italie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","ITA","6.888","Valeur normale","","","Units","","Two","SMALL"
"Lettonie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","LVA","7.244200000000001","Valeur normale","","","Units","","Two","SMALL"
"Lituanie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","LTU","6.512999999999999","Valeur normale","","","Units","","Two","SMALL"
"Luxembourg","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","LUX","21.1175","Valeur normale","","","Units","","Two","SMALL"
"Pays-Bas","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","NLD","19.9619","Valeur normale","","","Units","","Two","SMALL"
"Norvège","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","NOR","18.4054","Valeur normale","","","Units","","Two","SMALL"
"Pologne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","POL","3.9309","Valeur normale","","","Units","","Two","SMALL"
"Portugal","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","PRT","6.6631","Valeur normale","","","Units","","Two","SMALL"
"République slovaque","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","SVK","8.7799","Valeur normale","","","Units","","Two","SMALL"
"Slovénie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","SVN","19.2615","Valeur normale","","","Units","","Two","SMALL"
"Espagne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","ESP","8.563600000000001","Valeur normale","","","Units","","Two","SMALL"
"Suède","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","SWE","22.0453","Valeur normale","","","Units","","Two","SMALL"
"Türkiye","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","TUR","3.4554","Valeur normale","","","Units","","Two","SMALL"
"Union européenne (27 pays)","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","EU27","11.2067","Valeur normale","","","Units","","Two","SMALL"
"Bulgarie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","BGR","5.453","Valeur normale","","","Units","","Two","SMALL"
"Croatie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","HRV","10.5117","Valeur normale","","","Units","","Two","SMALL"
"Roumanie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","ROU","2.5695","Valeur normale","","","Units","","Two","SMALL"
"Colombie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2019","COL","18.80681818","Rupture de série","","","Units","","Two","LARGE"
"Corée","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2022","KOR","36.4170636099283","Rupture de série","","","Units","","Two","LARGE"
"Autriche","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","AUT","31.732100000000003","Rupture de série","","","Units","","Two","LARGE"
"Belgique","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","BEL","41.4394","Rupture de série","","","Units","","Two","LARGE"
"Tchéquie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","CZE","24.3786","Rupture de série","","","Units","","Two","LARGE"
"Danemark","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","DNK","66.2232","Rupture de série","","","Units","","Two","LARGE"
"Estonie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","EST","21.2329","Rupture de série","","","Units","","Two","LARGE"
"Finlande","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","FIN","51.172","Rupture de série","","","Units","","Two","LARGE"
"France","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","FRA","30.9532","Rupture de série","","","Units","","Two","LARGE"
"Allemagne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","DEU","30.9174","Rupture de série","","","Units","","Two","LARGE"
"Grèce","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","GRC","9.8462","Rupture de série","","","Units","","Two","LARGE"
"Hongrie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","HUN","13.232199999999999","Rupture de série","","","Units","","Two","LARGE"
"Irlande","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","IRL","31.147399999999998","Rupture de série","","","Units","","Two","LARGE"
"Italie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","ITA","24.3317","Rupture de série","","","Units","","Two","LARGE"
"Lettonie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","LVA","17.3267","Rupture de série","","","Units","","Two","LARGE"
"Lituanie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","LTU","18.8095","Rupture de série","","","Units","","Two","LARGE"
"Luxembourg","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","LUX","38.9486","Rupture de série","","","Units","","Two","LARGE"
"Pays-Bas","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","NLD","40.5624","Rupture de série","","","Units","","Two","LARGE"
"Norvège","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","NOR","43.1468","Rupture de série","","","Units","","Two","LARGE"
"Pologne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","POL","17.4575","Rupture de série","","","Units","","Two","LARGE"
"Portugal","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","PRT","28.2652","Rupture de série","","","Units","","Two","LARGE"
"République slovaque","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","SVK","19.4441","Rupture de série","","","Units","","Two","LARGE"
"Slovénie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","SVN","36.4289","Rupture de série","","","Units","","Two","LARGE"
"Espagne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","ESP","32.3441","Rupture de série","","","Units","","Two","LARGE"
"Suède","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","SWE","40.287","Rupture de série","","","Units","","Two","LARGE"
"Türkiye","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","TUR","9.6196","Rupture de série","","","Units","","Two","LARGE"
"Union européenne (27 pays)","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","EU27","28.413800000000002","Rupture de série","","","Units","","Two","LARGE"
"Bulgarie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","BGR","14.7172","Rupture de série","","","Units","","Two","LARGE"
"Croatie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","HRV","21.5405","Rupture de série","","","Units","","Two","LARGE"
"Roumanie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","ROU","7.128900000000001","Rupture de série","","","Units","","Two","LARGE"
"France","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2023","FRA","20.9377","Rupture de série","","","Units","","Two","LARGE"
"Suède","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2023","SWE","37.8241","Rupture de série","","","Units","","Two","LARGE"
"OCDE","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2021","OECD","26.912959757668386","Rupture de série","","","Units","","Two","LARGE"
"OCDE","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2022","OECD","27.29117602756413","Rupture de série","","","Units","","Two","LARGE"
"OCDE","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2024","OECD","40.583137016731506","Rupture de série","","","Units","","Two","LARGE"
"OCDE","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2025","OECD","51.96442214528922","Rupture de série","","","Units","","Two","LARGE"
"Colombie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2019","COL","9.356831395","Rupture de série","","","Units","","Two","MEDIUM"
"Corée","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2022","KOR","21.181525207954184","Rupture de série","","","Units","","Two","MEDIUM"
"Autriche","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","AUT","14.568200000000001","Rupture de série","","","Units","","Two","MEDIUM"
"Belgique","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","BEL","16.8921","Rupture de série","","","Units","","Two","MEDIUM"
"Tchéquie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","CZE","7.630199999999999","Rupture de série","","","Units","","Two","MEDIUM"
"Danemark","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","DNK","37.2502","Rupture de série","","","Units","","Two","MEDIUM"
"Estonie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","EST","5.3224","Rupture de série","","","Units","","Two","MEDIUM"
"Finlande","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","FIN","26.6552","Rupture de série","","","Units","","Two","MEDIUM"
"France","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","FRA","13.0735","Rupture de série","","","Units","","Two","MEDIUM"
"Allemagne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","DEU","14.798300000000001","Rupture de série","","","Units","","Two","MEDIUM"
"Grèce","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","GRC","7.5349","Rupture de série","","","Units","","Two","MEDIUM"
"Hongrie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","HUN","3.7268000000000003","Rupture de série","","","Units","","Two","MEDIUM"
"Irlande","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","IRL","13.1887","Rupture de série","","","Units","","Two","MEDIUM"
"Italie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","ITA","10.0236","Rupture de série","","","Units","","Two","MEDIUM"
"Lettonie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","LVA","6.7483","Rupture de série","","","Units","","Two","MEDIUM"
"Lituanie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","LTU","7.709199999999999","Rupture de série","","","Units","","Two","MEDIUM"
"Luxembourg","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","LUX","14.8837","Rupture de série","","","Units","","Two","MEDIUM"
"Pays-Bas","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","NLD","21.438499999999998","Rupture de série","","","Units","","Two","MEDIUM"
"Norvège","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","NOR","18.8253","Rupture de série","","","Units","","Two","MEDIUM"
"Pologne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","POL","4.9558","Rupture de série","","","Units","","Two","MEDIUM"
"Portugal","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","PRT","13.3961","Rupture de série","","","Units","","Two","MEDIUM"
"République slovaque","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","SVK","7.0085999999999995","Rupture de série","","","Units","","Two","MEDIUM"
"Slovénie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","SVN","19.8376","Rupture de série","","","Units","","Two","MEDIUM"
"Espagne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","ESP","13.3622","Rupture de série","","","Units","","Two","MEDIUM"
"Suède","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","SWE","18.0912","Rupture de série","","","Units","","Two","MEDIUM"
"Türkiye","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","TUR","3.5842","Rupture de série","","","Units","","Two","MEDIUM"
"Union européenne (27 pays)","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","EU27","12.5501","Rupture de série","","","Units","","Two","MEDIUM"
"Bulgarie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","BGR","5.1854","Rupture de série","","","Units","","Two","MEDIUM"
"Croatie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","HRV","9.8549","Rupture de série","","","Units","","Two","MEDIUM"
"Roumanie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","ROU","1.9026","Rupture de série","","","Units","","Two","MEDIUM"
"France","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2023","FRA","10.1577","Rupture de série","","","Units","","Two","MEDIUM"
"Suède","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2023","SWE","13.513800000000002","Rupture de série","","","Units","","Two","MEDIUM"
"OCDE","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2021","OECD","11.652671663455635","Rupture de série","","","Units","","Two","MEDIUM"
"OCDE","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2022","OECD","12.158881971315816","Rupture de série","","","Units","","Two","MEDIUM"
"OCDE","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2024","OECD","20.832430848764695","Rupture de série","","","Units","","Two","MEDIUM"
"OCDE","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2025","OECD","29.576631542890183","Rupture de série","","","Units","","Two","MEDIUM"
"Colombie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2019","COL","4.162514373","Rupture de série","","","Units","","Two","SMALL"
"Corée","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2022","KOR","28.750426189599622","Rupture de série","","","Units","","Two","SMALL"
"Pays-Bas","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2025","NLD","28.76","Rupture de série","","","Units","","Two","SMALL"
"Autriche","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","AUT","7.1392","Rupture de série","","","Units","","Two","SMALL"
"Belgique","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","BEL","8.000300000000001","Rupture de série","","","Units","","Two","SMALL"
"Tchéquie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","CZE","2.748","Rupture de série","","","Units","","Two","SMALL"
"Danemark","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","DNK","19.7362","Rupture de série","","","Units","","Two","SMALL"
"Estonie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","EST","1.7958999999999998","Rupture de série","","","Units","","Two","SMALL"
"Finlande","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","FIN","12.3734","Rupture de série","","","Units","","Two","SMALL"
"France","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","FRA","5.0322","Rupture de série","","","Units","","Two","SMALL"
"Allemagne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","DEU","8.9016","Rupture de série","","","Units","","Two","SMALL"
"Grèce","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","GRC","1.9677","Rupture de série","","","Units","","Two","SMALL"
"Hongrie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","HUN","2.528","Rupture de série","","","Units","","Two","SMALL"
"Irlande","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","IRL","6.051200000000001","Rupture de série","","","Units","","Two","SMALL"
"Italie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","ITA","5.3494","Rupture de série","","","Units","","Two","SMALL"
"Lettonie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","LVA","2.788","Rupture de série","","","Units","","Two","SMALL"
"Lituanie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","LTU","3.1788","Rupture de série","","","Units","","Two","SMALL"
"Luxembourg","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","LUX","11.5264","Rupture de série","","","Units","","Two","SMALL"
"Pays-Bas","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","NLD","10.1037","Rupture de série","","","Units","","Two","SMALL"
"Norvège","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","NOR","8.8688","Rupture de série","","","Units","","Two","SMALL"
"Pologne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","POL","1.8766","Rupture de série","","","Units","","Two","SMALL"
"Portugal","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","PRT","5.2878","Rupture de série","","","Units","","Two","SMALL"
"République slovaque","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","SVK","4.1112","Rupture de série","","","Units","","Two","SMALL"
"Slovénie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","SVN","9.4197","Rupture de série","","","Units","","Two","SMALL"
"Espagne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","ESP","6.0684000000000005","Rupture de série","","","Units","","Two","SMALL"
"Suède","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","SWE","7.625800000000001","Rupture de série","","","Units","","Two","SMALL"
"Türkiye","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","TUR","2.3304","Rupture de série","","","Units","","Two","SMALL"
"Union européenne (27 pays)","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","EU27","6.1213999999999995","Rupture de série","","","Units","","Two","SMALL"
"Bulgarie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","BGR","2.6019","Rupture de série","","","Units","","Two","SMALL"
"Croatie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","HRV","8.0599","Rupture de série","","","Units","","Two","SMALL"
"Roumanie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","ROU","1.0589","Rupture de série","","","Units","","Two","SMALL"
"France","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2023","FRA","4.7158","Rupture de série","","","Units","","Two","SMALL"
"Suède","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2023","SWE","8.6914","Rupture de série","","","Units","","Two","SMALL"
"OCDE","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2021","OECD","5.764391939610577","Rupture de série","","","Units","","Two","SMALL"
"OCDE","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2022","OECD","6.62561714522688","Rupture de série","","","Units","","Two","SMALL"
"OCDE","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2024","OECD","12.044757780488245","Rupture de série","","","Units","","Two","SMALL"
"OCDE","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2025","OECD","17.39344633267119","Rupture de série","","","Units","","Two","SMALL"
"États-Unis","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 10 à 49","2018","USA","3.487427927","Rupture de série","Définition différente","","Units","","Two","SMALL"
"États-Unis","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2018","USA","5.100240336","Rupture de série","Définition différente","","Units","","Two","MEDIUM"
"États-Unis","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","250 ou plus","2018","USA","7.465048202","Rupture de série","Définition différente","","Units","","Two","LARGE"
